"","Subj","Item","Cond","Cond.Incongruent","Age","Age.Old","u0s","u1s","u0i","u1i","sigma","LookingTime"
"32","Subj01","Item16","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,169.293390806639,62.755358116092,-51.7631966959335,643.538271575405
"33","Subj01","Item17","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,226.02380651692,17.7684543188442,37.8917555046682,200.720754515916
"34","Subj01","Item17","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,226.02380651692,17.7684543188442,-194.100369822683,512.944610361689
"35","Subj01","Item18","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,294.939988332766,-43.1804859935829,-143.875566657054,87.8696141700392
"36","Subj01","Item18","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,294.939988332766,-43.1804859935829,162.866228051985,877.878449739775
"37","Subj01","Item19","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-17.2156450136068,22.098327149352,60.5662357073571,-19.8442168119217
"38","Subj01","Item19","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-17.2156450136068,22.098327149352,87.9731305078947,556.108531992247
"39","Subj01","Item20","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-130.766172890483,-4.38378398657913,272.284266923093,78.3232865269378
"40","Subj01","Item20","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-130.766172890483,-4.38378398657913,19.3232142903575,347.425976761902
"41","Subj01","Item21","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-240.396534967875,-8.56615059144781,-300.139385659727,-603.730728133273
"42","Subj01","Item21","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-240.396534967875,-8.56615059144781,50.0665796150355,264.35661340432
"43","Subj01","Item22","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-211.239013743547,32.2566672200596,175.698769103819,-98.7350521453995
"44","Subj01","Item22","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-211.239013743547,32.2566672200596,308.930886344896,593.201259170016
"45","Subj01","Item23","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,199.469387821888,32.3950948278161,-206.529239736078,-70.2546594198624
"46","Subj01","Item23","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,199.469387821888,32.3950948278161,-172.628334844066,522.488867154245
"47","Subj01","Item24","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-369.741686979065,-18.2211619703741,-105.873209214018,-538.809703698755
"48","Subj01","Item24","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-369.741686979065,-18.2211619703741,-158.108367311579,-82.8184969124105
"49","Subj01","Item25","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,132.268084735531,27.3114068567537,-96.8615584713737,-27.7882812415146
"50","Subj01","Item25","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,132.268084735531,27.3114068567537,-27.8066951514755,595.025515789417
"51","Subj01","Item26","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-18.2081039782861,-55.5175085915369,-180.183307610998,-261.586219094956
"52","Subj01","Item26","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-18.2081039782861,-55.5175085915369,305.545825047473,695.072931826257
"53","Subj01","Item27","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,83.1943001173812,27.9902091272101,16.166211732832,36.1657043445412
"54","Subj01","Item27","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,83.1943001173812,27.9902091272101,-12.6162150758371,561.821013517362
"55","Subj01","Item28","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,23.34247918614,22.4640641348972,74.3429462406891,34.4906179211571
"56","Subj01","Item28","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,23.34247918614,22.4640641348972,5.6122779176948,514.671540587339
"57","Subj01","Item29","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-35.8247933307071,-36.0472875438029,-19.8132055433865,-118.832806379766
"58","Subj01","Item29","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-35.8247933307071,-36.0472875438029,221.518113532815,612.898752006912
"59","Subj01","Item30","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-26.5749108472581,50.342319732334,-32.5545315138155,-122.324249866746
"60","Subj01","Item30","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-26.5749108472581,50.342319732334,-192.540330613834,294.479797619849
"61","Subj01","Item31","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,4.91234102406313,2.25522873324519,57.8501835665104,-0.43228291509854
"62","Subj01","Item31","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,4.91234102406313,2.25522873324519,-52.7269310293639,417.693358076552
"63","Subj01","Item32","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-25.6440540495613,74.6524630976851,-78.2694140034404,-167.108275558674
"64","Subj01","Item32","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-25.6440540495613,74.6524630976851,-160.219680103076,352.041448293655
"65","Subj01","Item33","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,100.111475635371,-51.8600454133251,64.2548854900039,101.171553619702
"66","Subj01","Item33","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,100.111475635371,-51.8600454133251,-26.1027351640492,485.401414406603
"67","Subj01","Item34","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,100.123910397462,18.7318167235358,77.3501592972044,114.279262188994
"68","Subj01","Item34","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,100.123910397462,18.7318167235358,-35.1547915958882,546.953654873717
"69","Subj01","Item35","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,330.976191045173,40.5237176926747,-98.7755138732656,169.005869666236
"70","Subj01","Item35","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,330.976191045173,40.5237176926747,187.535490611808,1022.28811869826
"71","Subj01","Item36","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,73.2429782441964,64.5620909795026,-40.7645572667095,-30.7163865281851
"72","Subj01","Item36","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,73.2429782441964,64.5620909795026,142.192799381279,743.250587953586
"73","Subj01","Item37","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,102.501231085666,5.83156288100759,-180.237364516341,-140.930940936347
"74","Subj01","Item37","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,102.501231085666,5.83156288100759,-69.9174144563254,501.668098858955
"75","Subj01","Item38","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-542.411946191483,10.362152572806,-40.402709272977,-646.009462970132
"76","Subj01","Item38","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-542.411946191483,10.362152572806,-58.6448112196291,-127.441885489699
"77","Subj01","Item39","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,271.014098950089,40.5510892844676,202.306051798757,410.125343243174
"78","Subj01","Item39","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,271.014098950089,40.5510892844676,-3.41470519476189,771.403202388402
"79","Subj01","Item40","Congruent",0,"Young",0,-413.194807505672,26.2475268542793,-24.1031989663898,-64.3701382691708,36.6338776655176,-50.6641288065443
"80","Subj01","Item40","Incongruent",1,"Young",0,-413.194807505672,26.2475268542793,-24.1031989663898,-64.3701382691708,-141.355756179588,233.423625933458
"81","Subj02","Item01","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-306.396711511778,56.8836222684413,-109.382591476436,680.074652839332
"82","Subj02","Item01","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-306.396711511778,56.8836222684413,149.710336283227,1511.48281462912
"83","Subj02","Item02","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-55.4005234857556,69.0960874688636,188.772249689334,1241.43814723155
"84","Subj02","Item02","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-55.4005234857556,69.0960874688636,187.329553321514,1824.52315009428
"85","Subj02","Item03","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-17.362542634476,-7.03304310948265,-207.095557428799,807.479190386346
"86","Subj02","Item03","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-17.362542634476,-7.03304310948265,307.494104045459,1830.46742051281
"87","Subj02","Item04","Congruent",0,"Old",1,173.08872179742,15.2316117616851,21.5877293125905,49.9773566455746,152.530924469931,1263.0663439872
"88","Subj02","Item04","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,21.5877293125905,49.9773566455746,-4.00761962073869,1671.93676830379
"89","Subj02","Item05","Congruent",0,"Old",1,173.08872179742,15.2316117616851,238.84088522872,12.7914492069854,105.541166819739,1396.14383481455
"90","Subj02","Item05","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,238.84088522872,12.7914492069854,-145.70778437278,1673.1179445907
"91","Subj02","Item06","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-123.501782434332,14.413953563346,-164.423436233829,765.45906845429
"92","Subj02","Item06","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-123.501782434332,14.413953563346,7.35756764063956,1467.08563765379
"93","Subj02","Item07","Congruent",0,"Old",1,173.08872179742,15.2316117616851,41.8298196198563,32.2907972486825,-179.774378483667,933.316571943977
"94","Subj02","Item07","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,41.8298196198563,32.2907972486825,28.5028497839622,1689.31620922197
"95","Subj02","Item08","Congruent",0,"Old",1,173.08872179742,15.2316117616851,31.2875967264959,100.860875831508,194.6558849407,1365.77469105781
"96","Subj02","Item08","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,31.2875967264959,100.860875831508,-155.081058444713,1632.33023526559
"97","Subj02","Item09","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-189.835738472004,49.9092781363053,-110.76611313196,788.277760091446
"98","Subj02","Item09","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-189.835738472004,49.9092781363053,6.9845909176295,1471.36935403903
"99","Subj02","Item10","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-163.874319821798,-17.5104596745399,-152.639417973916,704.94613608885
"100","Subj02","Item10","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-163.874319821798,-17.5104596745399,-57.4925939829417,1298.01411216697
"101","Subj02","Item11","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-276.924947100105,-42.537520670696,130.91331175071,850.421177539013
"102","Subj02","Item11","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-276.924947100105,-42.537520670696,145.431752095518,1337.83370897481
"103","Subj02","Item12","Congruent",0,"Old",1,173.08872179742,15.2316117616851,93.9461191413336,29.1442865362817,57.5769997540642,1219.63773899078
"104","Subj02","Item12","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,93.9461191413336,29.1442865362817,-277.73334946012,1428.90328807457
"105","Subj02","Item13","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-130.058572022164,-6.91991919689704,-8.09951052392485,893.892331816119
"106","Subj02","Item13","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-130.058572022164,-6.91991919689704,159.715982150743,1570.21951705557
"107","Subj02","Item14","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-275.28104119598,-69.6549063106836,121.979255611741,816.013641664182
"108","Subj02","Item14","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-275.28104119598,-69.6549063106836,-28.6224711156423,1111.1886203878
"109","Subj02","Item15","Congruent",0,"Old",1,173.08872179742,15.2316117616851,225.880161879147,-58.5313221011441,-404.989471284555,801.329702052552
"110","Subj02","Item15","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,225.880161879147,-58.5313221011441,9.14499582016748,1672.36445881782
"111","Subj02","Item16","Congruent",0,"Old",1,173.08872179742,15.2316117616851,169.293390806639,62.755358116092,86.0627546225367,1357.08183710437
"112","Subj02","Item16","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,169.293390806639,62.755358116092,6.87053695876483,1856.07658931838
"113","Subj02","Item17","Congruent",0,"Old",1,173.08872179742,15.2316117616851,226.02380651692,17.7684543188442,23.6118810263813,1306.37447542125
"114","Subj02","Item17","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,226.02380651692,17.7684543188442,64.7348059303156,1880.69746640571
"115","Subj02","Item18","Congruent",0,"Old",1,173.08872179742,15.2316117616851,294.939988332766,-43.1804859935829,-59.4824604075318,1231.24737549076
"116","Subj02","Item18","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,294.939988332766,-43.1804859935829,196.496733862732,1959.47769552912
"117","Subj02","Item19","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-17.2156450136068,22.098327149352,70.5590099810915,1114.41202567594
"118","Subj02","Item19","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-17.2156450136068,22.098327149352,-186.40054058619,1394.9824140197
"119","Subj02","Item20","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-130.766172890483,-4.38378398657913,207.23631845783,1111.05669513987
"120","Subj02","Item20","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-130.766172890483,-4.38378398657913,180.668840551474,1595.53704500862
"121","Subj02","Item21","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-240.396534967875,-8.56615059144781,123.611094552282,913.618742552064
"122","Subj02","Item21","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-240.396534967875,-8.56615059144781,-249.394410327839,1047.47869884218
"123","Subj02","Item22","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-211.239013743547,32.2566672200596,-85.3959515408221,774.592035494795
"124","Subj02","Item22","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-211.239013743547,32.2566672200596,95.327072593429,1503.00333861079
"125","Subj02","Item23","Congruent",0,"Old",1,173.08872179742,15.2316117616851,199.469387821888,32.3950948278161,6.55830113667869,1277.39311734549
"126","Subj02","Item23","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,199.469387821888,32.3950948278161,52.2018455491961,1870.86336834751
"127","Subj02","Item24","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-369.741686979065,-18.2211619703741,368.939032330562,1019.94651694023
"128","Subj02","Item24","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-369.741686979065,-18.2211619703741,-122.75704865995,1025.46088574103
"129","Subj02","Item25","Congruent",0,"Old",1,173.08872179742,15.2316117616851,132.268084735531,27.3114068567537,-316.98001723937,881.569807912019
"130","Subj02","Item25","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,132.268084735531,27.3114068567537,41.0542908645622,1782.34713463439
"131","Subj02","Item26","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-18.2081039782861,-55.5175085915369,-103.139526186512,862.10519480277
"132","Subj02","Item26","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-18.2081039782861,-55.5175085915369,66.9061579442798,1492.06498210371
"133","Subj02","Item27","Congruent",0,"Old",1,173.08872179742,15.2316117616851,83.1943001173812,27.9902091272101,-121.85770856859,1028.29713423511
"134","Subj02","Item27","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,83.1943001173812,27.9902091272101,331.80832205027,2025.38498574286
"135","Subj02","Item28","Congruent",0,"Old",1,173.08872179742,15.2316117616851,23.34247918614,22.4640641348972,-18.5558957366145,1066.22098114353
"136","Subj02","Item28","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,23.34247918614,22.4640641348972,-71.6003259045078,1551.07222687222
"137","Subj02","Item29","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-35.8247933307071,-36.0472875438029,-24.9392237229912,942.159028961603
"138","Subj02","Item29","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-35.8247933307071,-36.0472875438029,129.384507543965,1575.86708444644
"139","Subj02","Item30","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-26.5749108472581,50.342319732334,14.6010727804228,1077.3388152246
"140","Subj02","Item30","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-26.5749108472581,50.342319732334,-243.842510881693,1384.66916305651
"141","Subj02","Item31","Congruent",0,"Old",1,173.08872179742,15.2316117616851,4.91234102406313,2.25522873324519,-0.693115173968669,1045.44478814244
"142","Subj02","Item31","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,4.91234102406313,2.25522873324519,114.036325149308,1677.86106896065
"143","Subj02","Item32","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-25.6440540495613,74.6524630976851,5.84863693088439,1093.82737953811
"144","Subj02","Item32","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-25.6440540495613,74.6524630976851,110.260821242166,1788.32363870876
"145","Subj02","Item33","Congruent",0,"Old",1,173.08872179742,15.2316117616851,100.111475635371,-51.8600454133251,-21.9708940498305,1065.25086973132
"146","Subj02","Item33","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,100.111475635371,-51.8600454133251,-8.68310030719239,1542.11022982232
"147","Subj02","Item34","Congruent",0,"Old",1,173.08872179742,15.2316117616851,100.123910397462,18.7318167235358,72.3554199156799,1230.18148059578
"148","Subj02","Item34","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,100.123910397462,18.7318167235358,148.94154551636,1840.93103468168
"149","Subj02","Item35","Congruent",0,"Old",1,173.08872179742,15.2316117616851,330.976191045173,40.5237176926747,-186.959324704806,1223.51091759215
"150","Subj02","Item35","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,330.976191045173,40.5237176926747,-5.02312872684145,1961.40244302447
"151","Subj02","Item36","Congruent",0,"Old",1,173.08872179742,15.2316117616851,73.2429782441964,64.5620909795026,-10.6443271874994,1166.1310755953
"152","Subj02","Item36","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,73.2429782441964,64.5620909795026,-113.838098059643,1642.93100746435
"153","Subj02","Item37","Congruent",0,"Old",1,173.08872179742,15.2316117616851,102.501231085666,5.83156288100759,-155.153904140873,992.149223384905
"154","Subj02","Item37","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,102.501231085666,5.83156288100759,-94.6097930956229,1573.95650907285
"155","Subj02","Item38","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-542.411946191483,10.362152572806,88.0211580019493,594.941697942377
"156","Subj02","Item38","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-542.411946191483,10.362152572806,-62.4483984275478,970.265905847371
"157","Subj02","Item39","Congruent",0,"Old",1,173.08872179742,15.2316117616851,271.014098950089,40.5510892844676,-117.733171425798,1232.80235036786
"158","Subj02","Item39","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,271.014098950089,40.5510892844676,24.5124479229146,1931.03067076273
"159","Subj02","Item40","Congruent",0,"Old",1,173.08872179742,15.2316117616851,-24.1031989663898,-64.3701382691708,-185.507135266402,764.989861057142
"160","Subj02","Item40","Incongruent",1,"Old",1,173.08872179742,15.2316117616851,-24.1031989663898,-64.3701382691708,156.881066435501,1558.43953625156
"161","Subj03","Item01","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-306.396711511778,56.8836222684413,-72.6893124328064,-145.900963746986
"162","Subj03","Item01","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-306.396711511778,56.8836222684413,28.3693217520998,452.852426825516
"163","Subj03","Item02","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-55.4005234857556,69.0960874688636,7.65094973624598,185.435486448089
"164","Subj03","Item02","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-55.4005234857556,69.0960874688636,-0.0361003329662965,687.655657966894
"165","Subj03","Item03","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-17.362542634476,-7.03304310948265,271.40730636643,487.229823929552
"166","Subj03","Item03","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-17.362542634476,-7.03304310948265,-123.799193566492,525.801415006302
"167","Subj03","Item04","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,21.5877293125905,49.9773566455746,171.820567834198,426.593357344387
"168","Subj03","Item04","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,21.5877293125905,49.9773566455746,4.73597813298646,750.297258407904
"169","Subj03","Item05","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,238.84088522872,12.7914492069854,-125.280870796008,346.745074630311
"170","Subj03","Item05","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,238.84088522872,12.7914492069854,-10.3145473524769,915.313981399981
"171","Subj03","Item06","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-123.501782434332,14.413953563346,112.01575305187,221.699030815137
"172","Subj03","Item06","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-123.501782434332,14.413953563346,-63.8278101591906,501.080555286576
"173","Subj03","Item07","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,41.8298196198563,32.2907972486825,-115.812335279019,159.202544538436
"174","Subj03","Item07","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,41.8298196198563,32.2907972486825,22.9146160121842,771.031427197475
"175","Subj03","Item08","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,31.2875967264959,100.860875831508,148.28952677682,412.762183700914
"176","Subj03","Item08","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,31.2875967264959,100.860875831508,-11.0187502008261,795.12591667393
"177","Subj03","Item09","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-189.835738472004,49.9092781363053,-208.053983033961,-164.704661308367
"178","Subj03","Item09","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-189.835738472004,49.9092781363053,-196.001385656304,338.068348324749
"179","Subj03","Item10","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-163.874319821798,-17.5104596745399,-115.259298761691,-45.9485583858905
"180","Subj03","Item10","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-163.874319821798,-17.5104596745399,-79.0662188061687,413.545196014245
"181","Subj03","Item11","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-276.924947100105,-42.537520670696,-3.21405975624369,-46.9539466587504
"182","Subj03","Item11","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-276.924947100105,-42.537520670696,100.574710649442,455.108437195393
"183","Subj03","Item12","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,93.9461191413336,29.1442865362817,-65.192555785861,261.938623553071
"184","Subj03","Item12","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,93.9461191413336,29.1442865362817,-167.081967496927,630.004632497441
"185","Subj03","Item13","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-130.058572022164,-6.91991919689704,91.065899231775,194.19238740721
"186","Subj03","Item13","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-130.058572022164,-6.91991919689704,41.3185453109387,578.33624840863
"187","Subj03","Item14","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,-275.28104119598,-69.6549063106836,173.60206041221,131.506079413829
"188","Subj03","Item14","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,-275.28104119598,-69.6549063106836,-252.372128921738,76.6881178883502
"189","Subj03","Item15","Congruent",0,"Young",0,-116.814939802401,-59.3888658808463,225.880161879147,-58.5313221011441,13.0978633342312,472.163085410977
"190","Subj03","Item15","Incongruent",1,"Young",0,-116.814939802401,-59.3888658808463,225.880161879147,-58.5313221011441,203.0042840914,1044.34931818616
